publ_id,title
309238,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
311321,"Design and Implementation of an Object Learning System for Service Robots by using Random Forest, Convolutional Neural Network, and Gated Recurrent Neural Network."
312644,"Comparison of Bat Neural Networks and Bat Optimisation Neural Networks for Rainfall Forecasting - Case Study for Kuching City."
312934,"Neural Cleanse - Identifying and Mitigating Backdoor Attacks in Neural Networks."
316994,"Neural Dynamics Discovery via Gaussian Process Recurrent Neural Networks."
318904,"SNAP - A 1.67 - 21.55TOPS/W Sparse Neural Acceleration Processor for Unstructured Sparse Deep Neural Network Inference in 16nm CMOS."
326776,"Pancreas Segmentation in CT and MRI via Task-Specific Network Design and Recurrent Neural Contextual Learning."
327481,"Deep Spatial-Temporal Convolutional Neural Networks for Medical Image Restoration."
329171,"Artificial Neural Networks and Machine Learning - ICANN 2019 - Deep Learning - 28th International Conference on Artificial Neural Networks, Munich, Germany, September 17-19, 2019, Proceedings, Part II"
329172,"Artificial Neural Networks and Machine Learning - ICANN 2019 - Image Processing - 28th International Conference on Artificial Neural Networks, Munich, Germany, September 17-19, 2019, Proceedings, Part III"
329173,"Artificial Neural Networks and Machine Learning - ICANN 2019 - Text and Time Series - 28th International Conference on Artificial Neural Networks, Munich, Germany, September 17-19, 2019, Proceedings, Part IV"
329174,"Artificial Neural Networks and Machine Learning - ICANN 2019 - 28th International Conference on Artificial Neural Networks, Munich, Germany, September 17-19, 2019, Proceedings - Workshop and Special Sessions"
329621,"Advances in Neural Networks - ISNN 2019 - 16th International Symposium on Neural Networks, ISNN 2019, Moscow, Russia, July 10-12, 2019, Proceedings, Part I"
329622,"Advances in Neural Networks - ISNN 2019 - 16th International Symposium on Neural Networks, ISNN 2019, Moscow, Russia, July 10-12, 2019, Proceedings, Part II"
329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
333668,"Unsupervised Learning of Neural Networks to Explain Neural Networks (extended abstract)."
336508,"Scaling Limits of Wide Neural Networks with Weight Sharing - Gaussian Process Behavior, Gradient Independence, and Neural Tangent Kernel Derivation."
337112,"Using an Ancillary Neural Network to Capture Weekends and Holidays in an Adjoint Neural Network Architecture for Intelligent Building Management."
338120,"Graph Neural Processes - Towards Bayesian Graph Neural Networks."
341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
344207,"Neuralogram - A Deep Neural Network Based Representation for Audio Signals."
345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
346707,"Deferred Neural Rendering - Image Synthesis using Neural Textures."
346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
351355,"Single neuron-based neural networks are as efficient as dense deep neural networks in binary and multi-class recognition problems."
351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
352182,"NeuralDivergence - Exploring and Understanding Neural Networks by Comparing Activation Distributions."
353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
355768,"Fractional-order Backpropagation Neural Networks - Modified Fractional-order Steepest Descent Method for Family of Backpropagation Neural Networks."
357061,"Neural Dynamics Discovery via Gaussian Process Recurrent Neural Networks."
358830,"Learning to learn with quantum neural networks via classical neural networks."
364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
368868,"Dynamics of Deep Neural Networks and Neural Tangent Hierarchy."
369965,"Automated identification of neural cells in the multi-photon images using deep-neural networks."
372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
375371,"BANANAS - Bayesian Optimization with Neural Architectures for Neural Architecture Search."
378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
378502,"Neural Network Processing Neural Networks - An efficient way to learn higher order functions."
379357,"Periodic Spectral Ergodicity - A Complexity Measure for Deep Neural Networks and Neural Architecture Search."
380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
381808,"Neural Predictor for Neural Architecture Search."
381995,"Neural Network Branching for Neural Network Verification."
382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
383127,"Neural-IR-Explorer - A Content-Focused Tool to Explore Neural Re-Ranking Results."
385213,"An uncertainty principle for neural coding - Conjugate representations of position and velocity are mapped onto firing rates and co-firing rates of neural spike trains."
388848,"Forecasting the Neural Time Series - Deep Neural Networks for Predicting Event-Related EEG Responses."
390580,"Neural and non-neural approaches to authorship attribution."
392087,"A Guide to Convolutional Neural Networks for Computer Vision"
392970,"Gait-Based Human Identification by Combining Shallow Convolutional Neural Network-Stacked Long Short-Term Memory and Deep Convolutional Neural Network."
395363,"Combining Convolutional Neural Network With Recursive Neural Network for Blood Cell Image Classification."
397963,"General Regression Neural Network and Artificial-Bee-Colony Based General Regression Neural Network Approaches to the Number of End-of-Life Vehicles in China."
399337,"Adjusting Neural Network to a Particular Problem - Neural Network-Based Empirical Biological Model for Chlorophyll Concentration in the Upper Ocean."
417115,"NeuralCP - Bayesian Multiway Data Analysis with Neural Tensor Decomposition."
418356,"Artificial Neural Networks and Fuzzy Neural Networks for Solving Civil Engineering Problems."
418859,"Parallel Excitatory and Inhibitory Neural Circuit Pathways Underlie Reward-Based Phasic Neural Responses."
432186,"A Novel Approach for Modeling Neural Responses to Joint Perturbations Using the NARMAX Method and a Hierarchical Neural Network."
432327,"Neural Reconstruction Integrity - A Metric for Assessing the Connectivity Accuracy of Reconstructed Neural Networks."
446874,"Deep Neural Architectures for Mapping Scalp to Intracranial EEG."
446875,"Dynamic Redistribution of Plasticity in a Cerebellar Spiking Neural Network Reproducing an Associative Learning Task Perturbed by TMS."
446882,"Convergent Time-Varying Regression Models for Data Streams - Tracking Concept Drift by the Recursive Parzen-Based Generalized Regression Neural Networks."
446884,"Formulation and Implementation of Nonlinear Integral Equations to Model Neural Dynamics Within the Vertebrate Retina."
446886,"Neural Correlates of Phrase Quadrature Perception in Harmonic Rhythm - An EEG Study Using a Brain-Computer Interface."
446889,"A Multiple-Plasticity Spiking Neural Network Embedded in a Closed-Loop Control System to Model Cerebellar Pathologies."
446892,"Neural Oscillation Correlates Chemistry Decision-Making."
446897,"Announcement - The 2018 Hojjat Adeli Award for Outstanding Contributions in Neural Systems."
446898,"A Dual Stimuli Approach Combined with Convolutional Neural Network to Improve Information Transfer Rate of Event-Related Potential-Based Brain-Computer Interface."
446901,"A 3D Convolutional Neural Network to Model Retinal Ganglion Cell's Responses to Light Patterns in Mice."
446902,"Neurophysiological Analysis of the Genesis Mechanism of EEG During the Interictal and Ictal Periods Using a Multiple Neural Masses Model."
446903,"Convolutional Neural Networks for Neuroimaging in Parkinson's Disease - Is Preprocessing Needed?"
446908,"Evidence of a Task-Independent Neural Signature in the Spectral Shape of the Electroencephalogram."
446911,"Feature Extraction with GMDH-Type Neural Networks for EEG-Based Person Identification."
446915,"Structured Pyramidal Neural Networks."
446921,"Simplified and Yet Turing Universal Spiking Neural P Systems with Communication on Request."
446925,"Efficient Embedded Decoding of Neural Network Language Models in a Machine Translation System."
457454,"Protein secondary structure prediction improved by recurrent neural networks integrated with two-dimensional convolutional neural networks."
470282,"Dynamic Power Reduction in Scalable Neural Recording Interface Using Spatiotemporal Correlation and Temporal Sparsity of Neural Signals."
472365,"Resistivity-Based Temperature Estimation of the Kakkonda Geothermal Field, Japan, Using a Neural Network and Neural Kriging."
474026,"How convolutional neural networks see the world - A survey of convolutional neural network visualization methods."
478832,"Combination of particle swarm optimization algorithm and artificial neural network to propose an efficient controller for vehicle handling in uncertain road conditions."
478840,"Fast-forward solver for inhomogeneous media using machine learning methods - artificial neural network, support vector machine and fuzzy logic."
478842,"Probabilistic identification of subsurface gypsum geohazards using artificial neural networks."
478844,"Tire lateral force estimation and grip potential identification using Neural Networks, Extended Kalman Filter, and Recursive Least Squares."
478845,"Radial basis function neural network-based face recognition using firefly algorithm."
478846,"A comparative study of fuzzy PSO and fuzzy SVD-based RBF neural network for multi-label classification."
478854,"Applications of artificial intelligence and hybrid neural network methods with new bonding method to prevent electroshock risk and insulation faults in high-voltage underground cable lines."
478855,"A Hopfield neural network with multi-compartmental activation."
478861,"A P2P Botnet detection scheme based on decision tree and adaptive multilayer neural networks."
478864,"Delay-dependent ℋ∞ performance state estimation of static delayed neural networks using sampled-data control."
478865,"Design of passivity and passification for delayed neural networks with Markovian jump parameters via non-uniform sampled-data control."
478866,"Finite-time L2-gain analysis for switched neural networks with time-varying delay."
478879,"A Levy flight-based grey wolf optimizer combined with back-propagation algorithm for neural network training."
478881,"Fast 2D/3D object representation with growing neural gas."
478882,"Crop suitability prediction in Vellore District using rough set on fuzzy approximation space and neural network."
478883,"Oscillation of impulsive neutral delay generalized high-order Hopfield neural networks."
478884,"SI - ICONIP 2015 - Neural networks - theory, design and applications."
478892,"Artificial neural network modelling of Cr(VI) surface adsorption with NiO nanoparticles using the results obtained from optimization of response surface methodology."
478893,"Correction to - Artificial neural network modelling of Cr(VI) surface adsorption with NiO nanoparticles using the results obtained from optimization of response surface methodology."
478896,"Enhanced RBF neural network model for time series prediction of solar cells panel depending on climate conditions (temperature and irradiance)."
478900,"Neural network rule extraction for gaining insight into the characteristics of poverty."
478911,"A neural network-based intelligent cognitive state recognizer for confidence-based e-learning system."
478918,"LVQ neural network optimized implementation on FPGA devices with multiple-wordlength operations for real-time systems."
478921,"A novel hybrid artificial intelligent approach based on neural fuzzy inference model and particle swarm optimization for horizontal displacement modeling of hydropower dam."
478939,"A computational approach for nuclear export signals identification using spiking neural P systems."
478944,"Finite-time stability analysis for fractional-order Cohen-Grossberg BAM neural networks with time delays."
478949,"Virtual reality research of the dynamic characteristics of soft soil under metro vibration loads based on BP neural networks."
478953,"Spectrum occupancy prediction based on functional link artificial neural network (FLANN) in ISM band."
478956,"Evaluation of a pressure head and pressure zones in water distribution systems by artificial neural networks."
478966,"Virtual reality research on vibration characteristics of long-span bridges with considering vehicle and wind loads based on neural networks and finite element method."
478968,"A novel MPPT algorithm based on optimized artificial neural network by using FPSOGSA for standalone photovoltaic energy systems."
478971,"Artificial neural network model for effective cancer classification using microarray gene expression data."
478973,"Comparative study of artificial neural network for classification of hot and cold recombination regions in Saccharomyces cerevisiae."
478976,"Transmission of nanoscale information-based neural communication-aware ligand-receptor interactions."
478990,"A recurrent neural network with finite-time convergence for convex quadratic bilevel programming problems."
478992,"Time series forecasting by recurrent product unit neural networks."
478993,"Sensitivity versus accuracy in ensemble models of Artificial Neural Networks from Multi-objective Evolutionary Algorithms."
478995,"FEM-based neural network modeling of laser-assisted bending."
478996,"Smooth statistical modeling of bivariate non-monotonic data by a three-stage LUT neural system."
478998,"Multiple neural control and stabilization."
479007,"Prediction of creep curve of HP40Nb steel using artificial neural network."
479012,"A note on "Regular bipolar fuzzy graphs" Neural Computing and Applications 21(1) (2012) 197-205."
479013,"Mathematical models for response to amino acids - estimating the response of broiler chickens to branched-chain amino acids using support vector regression and neural network models."
479014,"Using artificial neural networks to scale and infer vegetation media phase functions."
479022,"Geographical classification of Spanish bottled mineral waters by means of iterative models based on linear discriminant analysis and artificial neural networks."
479024,"Optimized radial basis function neural network for improving approximate dynamic programming in pricing high dimensional options."
479039,"Electrical load forecasting based on self-adaptive chaotic neural network using Chebyshev map."
479040,"Convolutional neural network-based multimodal image fusion via similarity learning in the shearlet domain."
479045,"Regression and artificial neural network models for strength properties of engineered cementitious composites."
479069,"Computing topological indices of probabilistic neural network."
479071,"Special issue - Engineering applications of neural networks."
479080,"Neural network-based discrete-time Z-type model of high accuracy in noisy environments for solving dynamic system of linear equations."
479082,"Feedforward neural network and ANFIS-based approaches to forecasting the off-cam energy characteristics of Kaplan turbine."
479088,"A genetic approach to automatic neural network architecture optimization."
479089,"Predicting discharge coefficient of triangular labyrinth weir using extreme learning machine, artificial neural network and genetic programming."
479097,"Global synchronization of neural networks with hybrid coupling - a delay interval segmentation approach."
479099,"Modeling daily dissolved oxygen concentration using modified response surface method and artificial neural network - a comparative study."
479122,"An improved design of RBF neural network control algorithm based on spintronic memristor crossbar array."
479123,"Simplified neural network for generalized least absolute deviation."
479124,"Training neural networks by marginalizing out hidden layer noise."
479126,"Structural reliability calculation method based on the dual neural network and direct integration method."
479127,"Synchronization analysis for coupled static neural networks with stochastic disturbance and interval time-varying delay."
479139,"A precise BP neural network-based online model predictive control strategy for die forging hydraulic press machine."
479142,"Stability of switched neural networks with time-varying delays."
479143,"Research on the virtual reality of impact of appendages on the flow characteristics of submarines based on neural networks and CFD."
479149,"A solving method based on neural network for a class of multi-leader-follower games."
479150,"Editorial - neural computing in next-generation virtual reality technology."
479152,"Connectivity preserved nonlinear time-delayed multiagent systems using neural networks and event-based mechanism."
479154,"Delay-dependent stochastic stability for discrete singular neural networks with Markovian jump and mixed time-delays."
479165,"Clustering of fungal hexosaminidase enzymes based on free alignment method using MLP neural network."
479166,"Evaluation of peak and residual conditions of actively confined concrete using neuro-fuzzy and neural computing techniques."
479167,"Topology optimization of neural networks based on a coupled genetic algorithm and particle swarm optimization techniques (c-GA-PSO-NN)."
479168,"2D recurrent neural networks - a high-performance tool for robust visual tracking in dynamic scenes."
479189,"Prediction of throw in bench blasting using neural networks - an approach."
479192,"Momentum-based wavelet and double wavelet neural networks for power system applications."
479195,"Artificial neural networks based dynamic priority arbitration for asynchronous flow control."
479199,"Elitist teaching-learning-based optimization (ETLBO) with higher-order Jordan Pi-sigma neural network - a comparative performance analysis."
479205,"Predictive modeling of die filling of the pharmaceutical granules using the flexible neural tree."
479213,"Artificial neural network model for ground vibration amplitudes prediction due to light railway traffic in urban areas."
479216,"Research on the virtual reality of vibration characteristics in vehicle cabin based on neural networks."
479223,"Robust stability analysis for uncertain recurrent neural networks with leakage delay based on delay-partitioning approach."
479224,"Further results on dissipativity analysis for Markovian jump neural networks with randomly occurring uncertainties and leakage delays."
479231,"Design of artificial neural network models optimized with sequential quadratic programming to study the dynamics of nonlinear Troesch's problem arising in plasma physics."
479234,"Exponential stability of semi-Markovian jump generalized neural networks with interval time-varying delays."
479243,"A hybrid deep learning neural approach for emotion recognition from facial expressions for socially assistive robots."
479250,"Functional link neural network approach to solve structural system identification problems."
479254,"Robust extended dissipativity criteria for discrete-time uncertain neural networks with time-varying delays."
479258,"Proposal of a declarative and parallelizable artificial neural network using the notification-oriented paradigm."
479262,"Prescribed performance synchronization for uncertain chaotic systems with input saturation based on neural networks."
479263,"Comparison of genetic programming and radial basis function neural network for open-channel junction velocity field prediction."
479264,"Three-tier neural model for service provisioning over collaborative flying ad hoc networks."
479268,"Tracking topology structure adaptively with deep neural networks."
479270,"Finite-time synchronization of stochastic memristor-based delayed neural networks."
479281,"Pyramidal neural networks with evolved variable receptive fields."
479283,"Existence, uniqueness, and global asymptotic stability analysis for delayed complex-valued Cohen-Grossberg BAM neural networks."
479289,"A robust image watermarking scheme using Arnold transform and BP neural network."
479290,"Virtual reality of recognition technologies of the improved contour coding image based on level set and neural network models."
479291,"Optimization design and reality of the virtual cutting process for the boring bar based on PSO-BP neural networks."
479298,"New exponential passivity of BAM neural networks with time-varying delays."
479299,"Reachable sets bounding for generalized neural networks with interval time-varying delay and bounded disturbances."
479304,"Global asymptotic and exponential synchronization of ring neural network with reaction-diffusion term and unbounded delay."
479307,"Prediction of mean monthly wind speed and optimization of wind power by artificial neural networks using geographical and atmospheric variables - case of Aegean Region of Turkey."
479313,"Adequacy of first mode shape differences for damage identification of cantilever structures using neural networks."
479321,"An analog neural network approach for the least absolute shrinkage and selection operator problem."
479323,"The isolation layered optimization algorithm of MIMO polygonal fuzzy neural network."
479332,"Cross-model convolutional neural network for multiple modality data representation."
479334,"Trajectory tracking control of wheeled mobile manipulator based on fuzzy neural network and extended Kalman filtering."
479339,"Reality of virtual damage identification based on neural networks and vibration analysis of a damaged bridge under a moving vehicle."
479340,"Weighted pseudo-almost periodic delayed cellular neural networks."
479343,"A length factor artificial neural network method for the numerical solution of the advection dispersion equation characterizing the mass balance of fluid flow in a chemical reactor."
479345,"Almost periodic dynamics of the delayed complex-valued recurrent neural networks with discontinuous activation functions."
479346,"Further improvements on extreme learning machine for interval neural network."
479352,"A projection neural network for optimal demand response in smart grid environment."
479355,"A new method for skull stripping in brain MRI using multistable cellular neural networks."
479357,"A-optimal convolutional neural network."
479371,"Design of memristor-based image convolution calculation in convolutional neural network."
479377,"Prediction for network traffic of radial basis function neural network model based on improved particle swarm optimization algorithm."
479378,"A constrained optimization method based on BP neural network."
479379,"Prediction of stock prices based on LM-BP neural network and the estimation of overfitting point by RDCI."
479384,"Virtual reality of interior noises of vehicles based on boundary element and neural networks."
479386,"Weighted pseudo-almost automorphic solutions of high-order Hopfield neural networks with neutral distributed delays."
479388,"Parameters estimation and synchronization of uncertain coupling recurrent dynamical neural networks with time-varying delays based on adaptive control."
479395,"A 3D neural network for moving microorganism extraction."
479396,"pth Moment synchronization of Markov switched neural networks driven by fractional Brownian noise."
479476,"Cross-Entropy Pruning for Compressing Convolutional Neural Networks."
479478,"Spiking Neural Classifier with Lumped Dendritic Nonlinearity and Binary Synapses - A Current Mode VLSI Implementation and Analysis."
479482,"Optimal Readout of Correlated Neural Activity in a Decision-Making Circuit."
479483,"Dethroning the Fano Factor - A Flexible, Model-Based Approach to Partitioning Neural Variability."
479484,"Applications of Recurrent Neural Networks in Environmental Factor Forecasting - A Review."
479489,"t-SNE Visualization of Large-Scale Neural Recordings."
479494,"Pattern Storage, Bifurcations, and Groupwise Correlation Structure of an Exactly Solvable Asymmetric Neural Network Model."
479495,"A Simple Model for Low Variability in Neural Spike Trains."
479498,"Neural Simpletrons - Learning in the Limit of Few Labels with Directed Generative Networks."
479499,"A Theory of Sequence Indexing and Working Memory in Recurrent Neural Networks."
479501,"Improving Stock Closing Price Prediction Using Recurrent Neural Network and Technical Indicators."
479506,"Dynamic Neural Turing Machine with Continuous and Discrete Addressing Schemes."
479508,"Encoding Time in Feedforward Trajectories of a Recurrent Neural Network Model."
479515,"A Reinforcement Learning Neural Network for Robotic Manipulator Control."
479516,"Information-Theoretic Bounds and Approximations in Neural Population Coding."
479517,"A Dynamic Neural Gradient Model of Two-Item and Intermediate Transposition."
479519,"Unconscious Biases in Neural Populations Coding Multiple Stimuli."
479522,"A Unifying Framework of Synaptic and Intrinsic Plasticity in Neural Populations."
479542,"Nonlinear Modeling of Neural Interaction for Spike Prediction Using the Staged Point-Process Model."
479553,"Omitted Variable Bias in GLMs of Neural Spiking Activity."
479562,"Distributed Newton Methods for Deep Neural Networks."
479564,"An Empirical Evaluation of Rule Extraction from Recurrent Neural Networks."
479569,"SuperSpike - Supervised Learning in Multilayer Spiking Neural Networks."
481396,"Connectivity inference from neural recording data - Challenges, mathematical bases and research directions."
481400,"H∞ state estimation of stochastic memristor-based neural networks with time-varying delays."
481402,"Region stability analysis and tracking control of memristive recurrent neural network."
481403,"A new mechanical approach to handle generalized Hopfield neural networks."
481404,"Deep neural networks for texture classification - A theoretical analysis."
481405,"An end to end Deep Neural Network for iris segmentation in unconstrained scenarios."
481407,"Neural network for nonsmooth pseudoconvex optimization with general convex constraints."
481408,"A systematic study of the class imbalance problem in convolutional neural networks."
481411,"A nonnegative matrix factorization algorithm based on a discrete-time projection neural network."
481413,"Global Uniform Asymptotic Fixed Deviation Stability and Stability for Delayed Fractional-order Memristive Neural Networks with Generic Memductance."
481414,"O(t-α)-synchronization and Mittag-Leffler synchronization for the fractional-order memristive neural networks with delays and discontinuous neuron activations."
481417,"The Growing Curvilinear Component Analysis (GCCA) neural network."
481420,"GXNOR-Net - Training deep neural networks with ternary weights and activations without full-precision memory under a unified discretization framework."
481423,"Sigmoid-weighted linear units for neural network function approximation in reinforcement learning."
481424,"A novel type of activation function in artificial neural networks - Trained activation function."
481432,"Effect of dilution in asymmetric recurrent neural networks."
481437,"Deep neural network for traffic sign recognition systems - An analysis of spatial transformers and stochastic optimisation methods."
481438,"A loop-based neural architecture for structured behavior encoding and decoding."
481439,"Global exponential synchronization of inertial memristive neural networks with time-varying delay via nonlinear controller."
481442,"On the approximation by single hidden layer feedforward neural networks with fixed weights."
481443,"Global exponential synchronization of multiple coupled inertial memristive neural networks with time-varying delay via nonlinear coupling."
481447,"Impact of leakage delay on bifurcation in high-order fractional BAM neural networks."
481448,"Reduced-order state estimation of delayed recurrent neural networks."
481453,"Estimation theory and Neural Networks revisited - REKF and RSVSF as optimization techniques for Deep-Learning."
481455,"Electrical resistivity imaging inversion - An ISFLA trained kernel principal component wavelet neural network approach."
481458,"STDP-based spiking deep convolutional neural networks for object recognition."
481461,"Stochastic spike synchronization in a small-world neural network with spike-timing-dependent plasticity."
481463,"Design of double fuzzy clustering-driven context neural networks."
481464,"Standard representation and unified stability analysis for dynamic artificial neural network models."
481466,"Spiking neural networks for handwritten digit recognition - Supervised learning and network optimization."
481467,"Fuzzy c-means-based architecture reduction of a probabilistic neural network."
481471,"Protocol-based state estimation for delayed Markovian jumping neural networks."
481472,"Multiple types of synchronization analysis for discontinuous Cohen-Grossberg neural networks with time-varying delays."
481473,"Fixed-time stabilization of impulsive Cohen-Grossberg BAM neural networks."
481477,"Quantum weighted long short-term memory neural network and its application in state degradation trend prediction of rotating machinery."
481478,"Synchronization criteria for inertial memristor-based neural networks with linear coupling."
481480,"The impact of encoding-decoding schemes and weight normalization in spiking neural networks."
481481,"Reachable set estimation for Markovian jump neural networks with time-varying delay."
481482,"Design of nonlinear optimal control for chaotic synchronization of coupled stochastic neural networks via Hamilton-Jacobi-Bellman equation."
481484,"Multiple Mittag-Leffler stability of fractional-order competitive neural networks with Gaussian activation functions."
481485,"Bipartite synchronization in coupled delayed neural networks under pinning control."
481486,"Stability analysis for discrete-time stochastic memristive neural networks with both leakage and probabilistic delays."
481487,"UKF-based remote state estimation for discrete artificial neural networks with communication bandwidth constraints."
481488,"Anti-synchronization of complex-valued memristor-based delayed neural networks."
481490,"Evolving Spiking Neural Networks for online learning over drifting data streams."
481492,"Synchronization of hybrid coupled reaction-diffusion neural networks with time delays via generalized intermittent control with spacial sampled-data."
481494,"Leaderless synchronization of coupled neural networks with the event-triggered mechanism."
481496,"An Arcak-type state estimation design for time-delayed static neural networks with leakage term based on unified criteria."
481503,"Nonlinear analysis and synthesis of video images using deep dynamic bottleneck neural networks for face recognition."
481511,"An improved stability result for delayed Takagi-Sugeno fuzzy Cohen-Grossberg neural networks."
481512,"New conditions for global stability of neutral-type delayed Cohen-Grossberg neural networks."
481515,"Passivity and stability analysis of neural networks with time-varying delays via extended free-weighting matrices integral inequality."
481516,"Bio-inspired spiking neural network for nonlinear systems control."
481517,"Optimal approximation of piecewise smooth functions using deep ReLU neural networks."
481518,"DGCNN - A convolutional neural network over large-scale labeled graphs."
481519,"Biased Dropout and Crossmap Dropout - Learning towards effective Dropout regularization in convolutional neural network."
481520,"Global exponential stability of octonion-valued neural networks with leakage delay and mixed delays."
481521,"Multistability and multiperiodicity in impulsive hybrid quaternion-valued neural networks with mixed delays."
481522,"Robust generalized Mittag-Leffler synchronization of fractional order neural networks with discontinuous activation and impulses."
481525,"Distant supervision for neural relation extraction integrated with word attention and property features."
481528,"Event-triggered H∞ state estimation for semi-Markov jumping discrete-time neural networks with quantization."
481533,"The Vapnik-Chervonenkis dimension of graph and recursive neural networks."
481534,"Estimating regional effects of climate change and altered land use on biosphere carbon fluxes using distributed time delay neural networks with Bayesian regularized learning."
481535,"Finite-time synchronization of stochastic coupled neural networks subject to Markovian switching and input saturation."
481536,"Land cover classification from multi-temporal, multi-spectral remotely sensed imagery using patch-based recurrent neural networks."
481537,"Impulsive synchronization of stochastic reaction-diffusion neural networks with mixed time delays."
481539,"Decentralized adaptive neural control for high-order interconnected stochastic nonlinear time-delay systems with unknown system dynamics."
481540,"Born to learn - The inspiration, progress, and future of evolved plastic artificial neural networks."
481541,"An improved robust heteroscedastic probabilistic neural network based trust prediction approach for cloud service selection."
481542,"A sparsity-based stochastic pooling mechanism for deep convolutional neural networks."
481543,"Boundedness and global robust stability analysis of delayed complex-valued neural networks with interval parameter uncertainties."
481545,"SNAVA - A real-time multi-FPGA multi-model spiking neural network simulation architecture."
481554,"Effective neural network training with adaptive learning rate based on training loss."
481561,"Improving efficiency in convolutional neural networks with multilinear filters."
481562,"Parzen neural networks - Fundamentals, properties, and an application to forensic anthropology."
481563,"Convolutional neural networks for seizure prediction using intracranial and scalp electroencephalogram."
481564,"Coupled convolution layer for convolutional neural network."
481565,"pth moment exponential stability of stochastic memristor-based bidirectional associative memory (BAM) neural networks with time delays."
481567,"Generalized pinning synchronization of delayed Cohen-Grossberg neural networks with discontinuous activations."
481568,"Delay-dependent dynamical analysis of complex-valued memristive neural networks - Continuous-time and discrete-time cases."
481569,"Neural robust stabilization via event-triggering mechanism and adaptive learning technique."
481570,"Visualizing deep neural network by alternately image blurring and deblurring."
481571,"Unified synchronization criteria in an array of coupled neural networks with hybrid impulses."
481572,"Neural network robust tracking control with adaptive critic framework for uncertain nonlinear systems."
481576,"Global stabilization analysis of inertial memristive recurrent neural networks with discrete and distributed delays."
481577,"Modular representation of layered neural networks."
481582,"General memristor with applications in multilayer neural networks."
481586,"Design, verification and robotic application of a novel recurrent neural network for computing dynamic Sylvester equation."
481587,"Nonlinear recurrent neural networks for finite-time solution of general time-varying linear matrix equations."
481592,"Global Mittag-Leffler stability and synchronization analysis of fractional-order quaternion-valued neural networks with linear threshold neurons."
481594,"Global exponential stability and lag synchronization for delayed memristive fuzzy Cohen-Grossberg BAM neural networks with impulses."
481595,"Quasi-projective synchronization of fractional-order complex-valued recurrent neural networks."
481603,"Stochastic exponential synchronization of memristive neural networks with time-varying delays via quantized control."
481604,"Multistability and instability analysis of recurrent neural networks with time-varying delays."
481605,"New results on global exponential dissipativity analysis of memristive inertial neural networks with distributed time-varying delays."
481606,"Smoothing inertial projection neural network for minimization Lp-q in sparse signal reconstruction."
481611,"Neural circuits for learning context-dependent associations of stimuli."
481612,"Delayed state-feedback control for stabilization of neural networks with leakage delay."
481615,"Adaptive neural output-feedback control for nonstrict-feedback time-delay fractional-order systems with output constraints and actuator nonlinearities."
481634,"Novelty Detection in Time Series Using Self-Organizing Neural Networks - A Comprehensive Evaluation."
481635,"Knowledge Fusion in Feedforward Artificial Neural Networks."
481639,"Finite-Time Stabilization of Neutral Hopfield Neural Networks with Mixed Delays."
481640,"Delta-Differentiable Weighted Pseudo-Almost Automorphicity on Time-Space Scales for a Novel Class of High-Order Competitive Neural Networks with WPAA Coefficients and Mixed Delays."
481642,"Stability Analysis for Memristive Recurrent Neural Network Under Different External Stimulus."
481644,"Fitness Landscape Analysis of Weight-Elimination Neural Networks."
481645,"Evolutionary Multi-task Learning for Modular Knowledge Representation in Neural Networks."
481647,"A Deep Neural Network Based on ELM for Semi-supervised Learning of Image Classification."
481648,"A Simplified Architecture of the Zhang Neural Network for Toeplitz Linear Systems Solving."
481649,"Synchronization Control of Coupled Memristor-Based Neural Networks with Mixed Delays and Stochastic Perturbations."
481656,"Two Novel Versions of Randomized Feed Forward Artificial Neural Networks - Stochastic and Pruned Stochastic."
481661,"A Multi-Valued Neuron Based Complex ELM Neural Network."
481662,"Impulsive Control for a Class of Cellular Neural Networks with Proportional Delay."
